Name,Countries,Stage,Type,Cheque_min,Cheque_max,Industry
Titan Capital,"India,Singapore,United States","pre-seed, idea, prototype/mvp, seed",Family office,300000,500000,Other
TLcom Capital,"South Africa,Nigeria,Kenya,Egypt,Ghana,Senegal,Côte d'Ivoire,Ethiopia,Uganda,Rwanda,Mauritius,Tunisia,Algeria,Morocco,Gambia,DRC Congo,Tanzania,Mali,Sudan,Madagascar,Niger,Liberia,Chad,Guinea,Central African Republic,Lybia,Botswana,Burkina Faso,Malawi,Togo,Gabon,Djibouti,Benin,Eritrea,Sierra Leone,Congo (Congo-Brazzaville),Cabo Verde,Lesotho,Mauritania,""Eswatini (fmr. """"Swaziland"""")"",Equatorial Guinea,Zambia,Burundi,South Sudan,Seychelles","pre-seed, seed, series+",VC,500000,10000000,Sector Agnostic
Tomahawk.VC,"United Kingdom,Germany,Switzerland,Portugal,France,Austria,Belgium,Czech Republic,Croatia,Denmark,Estonia,Greece,Georgia,China,Sweden,Italy,Ukraine,Russia,Hungary,Finland,Norway,United States","pre-seed, idea, prototype/mvp, seed, series+",VC,300000,1000000,Fintech
Tomcat Capital,"Belgium,France,Italy,Germany,Luxembourg,Spain,Switzerland","pre-seed, idea, prototype/mvp, seed, series+",VC,150000,1000000,IT
Touch Ventures,"Australia,United States,United Kingdom,Canada,New Zealand","pre-seed, pre-ipo, series+",VC,5000000,15000000,"Consumer, Fintech"
Town Hall Ventures,United States,"pre-seed, seed, series+",VC,1000000,15000000,Sector Agnostic
TPY Capital,Israel,"pre-seed, idea, prototype/mvp, seed, series+",VC,2000000,7000000,IT
Trailhead Capital,"Brazil,Australia,United States,Canada,Israel","pre-seed, seed, series+",VC,500000,2000000,Sector Agnostic
Transition VC,India,"pre-seed, idea, prototype/mvp, seed, series+",VC,250000,2000000,Energy
Travel Capitalist Ventures,"Botswana,Rwanda,South Africa,Tanzania,Bangladesh,India,Indonesia,Japan,Malaysia,Pakistan,Singapore,South Korea,Vietnam,Algeria,Bahrain,Djibouti,Egypt,Jordan,Kuwait,Lebanon,Lybia,Mauritania,Morocco,Oman,Palestine,Qatar,Saudi Arabia,Tunisia,Turkey,United Arab Emirates","pre-seed, pre-ipo, seed, series+",VC,500000,5000000,IT
Treble Capital,United States,"pre-seed, idea, prototype/mvp, seed",VC,100000,2000000,Consumer
Treeo VC,United States,"pre-seed, idea, prototype/mvp, seed, series+",VC,100000,1000000,Sector Agnostic
Trend Forward Capital,United States,"pre-seed, seed, series+",Corporate VC,250000,1000000,IT
TRGC,"Kenya,Brazil,Canada,United States,Hong Kong,India,Japan,Singapore,South Korea,Belgium,Finland,France,Germany,Netherlands,Norway,Spain,Sweden,Switzerland,United Kingdom,Australia","pre-seed, idea, prototype/mvp, seed",VC,100000,1000000,Sector Agnostic
Trind Ventures,"Albania,Andorra,Armenia,Austria,Belgium,Bosnia-H,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Malta,Moldova,Monaco,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,San Marino,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,United Kingdom,Ukraine","pre-seed, seed, series+",VC,100000,1000000,IT
Triumph Culture Capital,"Canada,United States,China","pre-seed, idea, prototype/mvp, seed",VC,100000,2000000,Media
True Altitude,"Australia,United Kingdom,Singapore","pre-seed, seed, series+",Angel network,50000,20000000,"IT, Fintech"
TrueSight Ventures,"United Kingdom,France,Germany,Ireland,Sweden,Finland,Norway,Netherlands,Switzerland,Spain,Estonia,Lithuania,Latvia,Denmark,United States","pre-seed, idea, prototype/mvp, seed",VC,100000,500000,"IT, Fintech"
Truffle Capital,"France,Belgium,Germany,Italy,Netherlands","pre-seed, seed, series+",VC,1000000,6000000,Fintech
Truleum Venture Partners Limited,"United Arab Emirates,Saudi Arabia,Oman,Kuwait","pre-seed, idea, prototype/mvp, seed",VC,200000,350000,Fintech
TRUMPF Venture,"United States,Austria,Germany,Switzerland,Israel","pre-seed, idea, prototype/mvp, seed, series+",Corporate VC,500000,5000000,IT
Trust Esport,"France,Portugal,Germany,Belgium,Spain,Sweden,Denmark,Finland,Netherlands,Poland","pre-seed, idea, prototype/mvp, seed",VC,500000,2000000,Other
TS Ventures,"Germany,France,Spain,Italy,Finland,Sweden,Denmark,Portugal,Belgium,Greece,Ireland,United States,Austria,Switzerland,Croatia,Ukraine,Russia,United Kingdom,Slovenia,Slovakia,Serbia,Romania","pre-seed, idea, prototype/mvp, seed, series+",Angel network,200000,600000,IT
Tsingyuan Ventures,United States,"pre-seed, idea, prototype/mvp, seed, series+",VC,500000,2000000,IT
TX Ventures,"Switzerland,Germany,Austria","pre-seed, seed, series+",Corporate VC,500000,3000000,"Consumer, Fintech"
Tyche Partners,United States,"pre-seed, idea, prototype/mvp, seed, series+",VC,1000000,10000000,Sector Agnostic
Ufi Ventures,United Kingdom,"pre-seed, seed",VC,75000,225000,Sector Agnostic
Ugly Duckling Ventures,"Denmark,Norway,Sweden,Finland,Iceland","pre-seed, seed",VC,150000,1000000,Sector Agnostic
Ulixes Capital Partners,"Austria,Croatia,France,Germany,Greece,Italy,Poland,Portugal,Romania,Spain,Switzerland,United Kingdom","pre-seed, idea, prototype/mvp, seed, series+",VC,100000,700000,Sector Agnostic
Ulu Ventures,United States,"pre-seed, idea, prototype/mvp, seed, series+",VC,100000,2000000,Sector Agnostic
Unbridled Ventures,United States,"pre-seed, seed, series+",VC,200000,500000,Sector Agnostic
Underline Ventures,"Albania,Belarus,Bosnia-H,Bulgaria,Croatia,Czech Republic,Estonia,Greece,Hungary,Latvia,Lithuania,Moldova,Montenegro,North Macedonia,Poland,Romania,Serbia,Slovakia,Slovenia,Ukraine","pre-seed, idea, prototype/mvp, seed",VC,200000,1000000,Sector Agnostic
UNIQA Ventures,"Austria,Hungary,Poland,United Kingdom,Germany,Switzerland,France,Spain,Luxembourg,Netherlands,Belgium,Portugal,Italy,Slovakia,Czech Republic,Serbia,Greece,Montenegro,Croatia,Romania,Bulgaria,Bosnia-H,Ukraine,Estonia,Latvia,Lithuania,Sweden,Finland,Norway,Ireland,Denmark,Iceland,Israel,Moldova,Slovenia","pre-seed, series+",Corporate VC,1000000,5000000,"IT, Fintech"
United Ventures,"Italy,Switzerland,United Kingdom,Israel,United States","pre-seed, seed, series+",VC,2000000,20000000,IT
Unitus Ventures,India,"pre-seed, seed, series+",VC,500000,1000000,Fintech
Unknown Ventures,United States,"pre-seed, idea, prototype/mvp, seed, series+",Startup studio,50000,1000000,Other
Uno Ventures,"Mexico,Chile,Brazil,Argentina,Colombia,Peru,Uruguay","pre-seed, idea, prototype/mvp, seed, series+",Angel network,100000,250000,IT
Unpopular Ventures,"Algeria,Australia,Vietnam,United States,Sweden,United Kingdom,Ukraine,Austria,Brazil,Belgium,Bangladesh,Canada,China,Afghanistan,Albania,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Azerbaijan,Bahamas,Bahrain,Barbados,Belarus,Belize,Benin,Bhutan,Bolivia,Bosnia-H,Botswana,Brunei,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Central African Republic,Chad,Chile,Colombia,Comoros,Congo (Congo-Brazzaville),Costa Rica,Côte d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,DRC Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,""Eswatini (fmr. """"Swaziland"""")"",Ethiopia,Fiji,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Liechtenstein,Lithuania,Luxembourg,Lybia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Vincent and the Grenadines,Samoa,San Marino,Sant Kitts and Nevis,Sant Lucia,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Tuvalu,Uganda,United Arab Emirates,Uruguay,Uzbekistan,Vanuatu,Venezuela,Yemen,Zambia,Zimbabwe","pre-seed, idea, prototype/mvp, pre-ipo, seed, series+",VC,100000,500000,Sector Agnostic
Unshackled Ventures,"United States,Canada","pre-seed, idea, prototype/mvp, seed",VC,150000,500000,Sector Agnostic
Up Partners,"United States,Australia,Germany,South Africa","pre-seed, idea, prototype/mvp, seed, series+",VC,500000,5000000,Other
Upliift,"Albania,Croatia,Germany,Spain,France,Italy,United Kingdom,Sweden,Norway,Finland,Portugal,Slovenia,Serbia,Bosnia-H,Denmark,Poland,Ukraine,Israel,Greece,Romania,Bulgaria,Slovakia,Czech Republic,Montenegro,North Macedonia,Austria,Netherlands,Luxembourg,Belgium,Hungary,Estonia,Lithuania","pre-seed, pre-ipo, seed, series+",PE fund,1000000,30000000,IT
Urban Innovation Fund,United States,"pre-seed, idea, prototype/mvp, seed",VC,750000,1000000,"Energy, Fintech"
UTEC - The University of Tokyo Edge Capital,"Japan,India,Singapore,United States,United Kingdom","pre-seed, idea, prototype/mvp, seed, series+",VC,1000000,4000000,Other
UVC Partners,"Germany,Switzerland,Austria,Belgium,Netherlands,Luxembourg,Denmark,Sweden","pre-seed, idea, prototype/mvp, seed",VC,500000,5000000,IT
Valuetech Seed,Poland,"pre-seed, idea, prototype/mvp, seed",VC,125000,250000,Energy
Van Wickle Ventures,United States,"pre-seed, idea, prototype/mvp, pre-ipo, seed, series+",VC,10000,50000,Sector Agnostic
Vanagon Ventures,Germany,"pre-seed, idea, prototype/mvp, seed",VC,100000,500000,IT
Vantra,"Switzerland,Germany,Austria,France,United States,United Kingdom,United Arab Emirates,Sweden,Denmark,Netherlands","pre-seed, pre-ipo, seed, series+",VC,300000,40000000,IT
Vectr Ventures,"United States,United Kingdom,Israel,Indonesia,Singapore,Vietnam","pre-seed, idea, prototype/mvp, seed",VC,200000,1000000,Consumer
Vektor Partners,"Canada,United States,Austria,Belgium,Croatia,Czech Republic,Denmark,Estonia,Finland,France,Germany,Hungary,Ireland,Italy,Latvia,Lithuania,Luxembourg,Netherlands,Norway,Poland,Portugal,Slovakia,Slovenia,Spain,Sweden,Switzerland,United Kingdom,Israel,Turkey","pre-seed, idea, prototype/mvp, seed, series+",VC,1000000,10000000,IT
Velocity Partners,Greece,"pre-seed, idea, prototype/mvp, seed",VC,300000,1000000,Sector Agnostic
Vendep Capital,"Finland,Sweden,Denmark,Estonia,Latvia,Lithuania","pre-seed, series+",VC,600000,1000000,IT
Venista Ventures,"Germany,Austria,Switzerland,France,Belgium,Netherlands,Luxembourg,United Kingdom,Denmark,Sweden,Norway,Finland,Estonia","pre-seed, idea, prototype/mvp, seed",VC,50000,175000,Consumer
Venpace,"Germany,Switzerland,Austria,Liechtenstein,United Kingdom","pre-seed, idea, prototype/mvp, seed",VC,100000,500000,Other
Ventech,"France,Germany,Austria,Switzerland,Netherlands,Belgium,Sweden,Finland,Denmark,Norway,Poland,Spain,Italy,Portugal,Czech Republic,Slovakia,Latvia,Lithuania,Estonia,Romania,United Kingdom,Ireland","pre-seed, idea, prototype/mvp, seed, series+",VC,100000,8000000,Sector Agnostic
Venture Catalysts,India,"pre-seed, pre-ipo, seed, series+",Angel network,100000,2000000,Other
Venture Inc,"United States,United Kingdom,Ukraine,Estonia,Poland","pre-seed, idea, prototype/mvp, seed",VC,100000,1000000,IT
Venture MENA,"United Arab Emirates,Saudi Arabia,Egypt,Kuwait,Qatar,Bahrain,Jordan,Palestine,Iraq,Morocco,Algeria,Tunisia,Oman,Lebanon","pre-seed, idea, prototype/mvp, seed",VC,50000,100000,IT
VentureFriends,"Germany,Spain,Italy,Poland,Greece,United Kingdom,Finland,Portugal,France,Sweden,Norway,United Arab Emirates,Saudi Arabia,Egypt,Mexico,Brazil,Colombia,Peru,Chile,Belgium,Austria,Netherlands,Ukraine,Bulgaria,Romania,Czech Republic,Switzerland","pre-seed, idea, prototype/mvp, seed, series+",VC,500000,2000000,IT
VentureSouth,United States,"pre-seed, seed",Angel network,150000,750000,Sector Agnostic
Verge Healthtech Fund,"Israel,United States,Canada,Finland,Estonia,Taiwan,Singapore,United Kingdom,Belarus,Poland,Vietnam","pre-seed, idea, prototype/mvp",VC,250000,500000,IT
Versatile VC,"United States,Israel,Canada","pre-seed, idea, prototype/mvp, seed, series+",VC,200000,1000000,Fintech
Vertex Ventures Israel,Israel,"pre-seed, idea, prototype/mvp, seed, series+",VC,500000,8000000,Other
Vertex Ventures US,United States,"pre-seed, idea, prototype/mvp, seed",VC,1000000,10000000,Other
Verve Ventures,"Switzerland,Germany,France,Austria,Estonia,Finland,Sweden,United Kingdom","pre-seed, idea, prototype/mvp, seed, series+",VC,200000,5000000,IT
Vesna Capital,"Ukraine,Poland,Croatia,Bulgaria,Estonia,Finland,Romania,Hungary,Czech Republic,Latvia,Slovenia,Lithuania,Sweden,Norway,Denmark,Iceland","pre-seed, seed, series+",VC,50000,200000,Sector Agnostic
VI Partners,"Austria,France,Germany,Switzerland,United Kingdom","pre-seed, seed, series+",VC,1000000,5000000,IT
Via ID,"Austria,Belgium,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Latvia,Lithuania,Luxembourg,Malta,Monaco,Netherlands,Norway,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,Switzerland,United Kingdom","pre-seed, seed",Corporate VC,300000,5000000,Other
Vibe Bio,United States,"pre-seed, idea, prototype/mvp, seed",Other,50000,1000000,"Healthcare, IoT"
Vibranium.VC,United States,"pre-seed, seed, series+",VC,200000,500000,"IT, Edtech"
Village Global,"Nigeria,South Africa,Argentina,Brazil,Canada,Chile,Colombia,Mexico,Peru,United States,India,Indonesia,Japan,Pakistan,Singapore,Thailand,France,Germany,Italy,Netherlands,Norway,Portugal,Spain,Sweden,United Kingdom,Ukraine,Israel,Turkey,United Arab Emirates","pre-seed, idea, prototype/mvp, seed",VC,100000,500000,Sector Agnostic
Vinci Venture Capital,"Germany,United Kingdom,Turkey","pre-seed, seed, series+",VC,100000,700000,Energy
Vine VC,"United States,Canada,United Kingdom,Germany","pre-seed, idea, prototype/mvp, pre-ipo, seed, series+",VC,50000,500000,Sector Agnostic
Vine Ventures,"United States,Israel,Mexico,Colombia,Brazil","pre-seed, idea, prototype/mvp, seed, series+",VC,0,10000000,IT
Virtual Network,"Switzerland,United States,France,United Kingdom,Spain,Sweden,Finland,Norway,Germany,Singapore","pre-seed, idea, prototype/mvp, seed, series+",VC,50000,250000,"IT, Fintech"
Voima Ventures,"Finland,Sweden,Norway,Denmark,Estonia,Latvia,Lithuania","pre-seed, idea, prototype/mvp, seed, series+",VC,300000,1000000,Sector Agnostic
Volpe Ventures,"United Kingdom,United States,Spain,Italy,France,Chile,Colombia,Peru,Argentina,Portugal","pre-seed, idea, prototype/mvp, seed",VC,10000,100000,Sector Agnostic
Volution,United Kingdom,"pre-seed, series+",VC,1000000,2000000,"IT, Fintech"
Vorwerk Ventures,"Germany,Austria,Switzerland,Spain,United Kingdom,Sweden","pre-seed, idea, prototype/mvp, seed, series+",VC,500000,10000000,Consumer
VU Venture Partners,"Ghana,Kenya,Nigeria,South Africa,Brazil,Canada,Colombia,Mexico,United States,China,India,Japan,Malaysia,Philippines,Singapore,South Korea,France,Germany,Italy,Portugal,Russia,Spain,Sweden,Switzerland,United Kingdom,Israel","pre-seed, seed, series+",VC,100000,1000000,"Consumer, Fintech"
Vulcan Capital,"Canada,Israel,United States","pre-seed, seed, series+",Family office,10000000,100000000,Other
W&W Brandpool,"Germany,Switzerland,Austria","pre-seed, series+",Corporate VC,1000000,20000000,"Edtech, Fintech"
Walter Ventures,"Germany,France,Austria,Switzerland,Spain,Portugal,Sweden,Norway,Finland,Italy,Poland,Romania,Czech Republic,Bulgaria","pre-seed, seed, series+",VC,500000,5000000,IT
Watertower Ventures,United States,"pre-seed, idea, prototype/mvp, seed",VC,100000,1000000,Consumer
Wave Ventures,"Finland,Sweden,Denmark,Norway,Estonia,Lithuania,Latvia","pre-seed, idea, prototype/mvp, seed",VC,50000,50000,Sector Agnostic
Wavemaker Partners,"Singapore,New Zealand,Cambodia,Thailand,Pakistan,Philippines,India,Australia,Vietnam,Malaysia,Indonesia","pre-seed, idea, prototype/mvp, seed",VC,100000,3000000,IT
Wellstreet,"Albania,Austria,Belgium,Bulgaria,Czech Republic,Denmark,Finland,France,Germany,Greece,Hungary,Iceland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Netherlands,Norway,Poland,Portugal,Romania,Spain,Sweden,Switzerland,United Kingdom,Ukraine","pre-seed, idea, prototype/mvp, seed, series+",VC,200000,700000,"IT, Fintech"
Wenvest Capital,"Austria,Germany,Switzerland,United Kingdom","pre-seed, seed, series+",VC,500000,1000000,IT
WePlay Ventures,Turkey,"pre-seed, idea, prototype/mvp, seed",VC,75000,500000,Other
WestTech Ventures,"Germany,Austria,Switzerland","pre-seed, idea, prototype/mvp, seed",VC,50000,100000,IT
White Rhino Ventures,United States,"pre-seed, idea, prototype/mvp, seed",VC,250000,5000000,"Healthcare, Edtech, IoT"
Wildwood Ventures,United States,"pre-seed, idea, prototype/mvp, seed",VC,200000,500000,IT
Wix Capital,"United Kingdom,United States,Israel","pre-seed, seed, series+",Corporate VC,250000,8000000,IT
WOCstar Fund,United States,"pre-seed, seed, series+",VC,200000,2000000,IT
XAnge,"France,Germany,Belgium,Luxembourg,Switzerland,Austria","pre-seed, idea, prototype/mvp, seed, series+",VC,400000,10000000,Sector Agnostic
XPRESS Ventures,"Austria,Denmark,France,Germany,Italy,Norway,Poland,Spain,Sweden,Switzerland,United Kingdom","pre-seed, idea, prototype/mvp, seed",Corporate VC,10000,1000000,Energy
XY Ventures,"Sweden,United States","pre-seed, idea, prototype/mvp, seed, series+",VC,250000,1000000,IT
yard[hub],"Angola,Benin,Botswana,Burkina Faso,Burundi,Cabo Verde,Cameroon,Central African Republic,Chad,Comoros,Congo (Congo-Brazzaville),DRC Congo,Côte d'Ivoire,Equatorial Guinea,Eritrea,Ethiopia,Gabon,Gambia,Ghana,Guinea,Guinea-Bissau,Kenya,Lesotho,Liberia,Madagascar,Malawi,Mali,Mauritius,Mozambique,Namibia,Niger,Nigeria,Rwanda,Sao Tome and Principe,Senegal,Seychelles,Sierra Leone,Somalia,South Africa,Tanzania,Togo,Uganda,Zambia,Zimbabwe,Antigua and Barbuda,Argentina,Bahamas,Barbados,Belize,Bolivia,Brazil,Canada,Chile,Colombia,Costa Rica,Cuba,Dominica,Dominican Republic,Ecuador,El Salvador,Grenada,Guatemala,Guyana,Haiti,Honduras,Jamaica,Mexico,Nicaragua,Panama,Paraguay,Peru,Sant Kitts and Nevis,Sant Lucia,Saint Vincent and the Grenadines,Suriname,Trinidad and Tobago,United States,Uruguay,Venezuela,Afghanistan,Azerbaijan,Bangladesh,Bhutan,Cambodia,China,Hong Kong,India,Indonesia,Japan,Kazakhstan,Kyrgyzstan,Laos,Malaysia,Maldives,Mongolia,Myanmar,Nepal,Pakistan,Philippines,Singapore,South Korea,Sri Lanka,Taiwan,Tajikistan,Thailand,Timor-Leste,Turkmenistan,Uzbekistan,Vietnam,Albania,Andorra,Armenia,Austria,Belarus,Belgium,Bosnia-H,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Holy See,Hungary,Iceland,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Malta,Moldova,Monaco,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Russia,San Marino,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,United Kingdom,Ukraine,Algeria,Bahrain,Djibouti,Egypt,Iran,Iraq,Israel,Jordan,Kuwait,Lebanon,Lybia,Mauritania,Morocco,Oman,Palestine,Qatar,Saudi Arabia,Sudan,Syria,Tunisia,Turkey,United Arab Emirates,Yemen,Australia,Fiji,Kiribati,Marshall Islands,Micronesia,New Zealand,Palau,Papua New Guinea,Samoa,Solomon Islands,Tonga,Tuvalu,Vanuatu","pre-seed, idea, prototype/mvp, seed, series+","Incubator, Accelerator",50000,200000,Other
